sample_id,label,source,env,snr_db,run_tag,bin_path,fold
1464,Lion,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_250_26999.bin,test
1465,Frog,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_84_13230.bin,test
1466,drone_binary,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_38211.bin,test
1467,drone_binary,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_406_38707.bin,test
1468,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_205_24632.bin,test
1469,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_216_24760.bin,test
1470,Frog,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_157_16474.bin,test
1471,Frog,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_157_16585.bin,test
1472,Frog,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_157_16645.bin,test
1473,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_45_9517.bin,test
1474,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_38_9531.bin,test
1475,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_51_9606.bin,test
1476,Lion,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_253_27227.bin,test
1477,Lion,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_253_27396.bin,test
1478,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_176_18513.bin,test
1479,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_174_18546.bin,test
1480,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_174_18594.bin,test
1481,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_174_18642.bin,test
1482,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_176_18655.bin,test
1483,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_174_18694.bin,test
1484,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_176_18716.bin,test
1485,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_174_18745.bin,test
1486,Elephant,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_176_18799.bin,test
1487,Bear,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_293_29356.bin,test
1488,Bear,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_293_29681.bin,test
1489,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_2145.bin,test
1490,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_2220.bin,test
1491,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_2281.bin,test
1492,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_2376.bin,test
1493,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_2462.bin,test
1494,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_2513.bin,test
1495,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_2563.bin,test
1496,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_3362.bin,test
1497,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_3469.bin,test
1498,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_3549.bin,test
1499,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_3619.bin,test
1500,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_3719.bin,test
1501,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_3834.bin,test
1502,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_3920.bin,test
1503,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_5_4204.bin,test
1504,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_4698.bin,test
1505,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_4758.bin,test
1506,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_4809.bin,test
1507,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_4861.bin,test
1508,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_4914.bin,test
1509,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_4970.bin,test
1510,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_5021.bin,test
1511,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_5074.bin,test
1512,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_5123.bin,test
1513,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_5174.bin,test
1514,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_5226.bin,test
1515,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_5293.bin,test
1516,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_5371.bin,test
1517,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_5440.bin,test
1518,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_5520.bin,test
1519,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_18_5677.bin,test
1520,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_24_7536.bin,test
1521,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_24_8070.bin,test
1522,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_24_8216.bin,test
1523,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_24_8303.bin,test
1524,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_64_10296.bin,test
1525,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_58_10355.bin,test
1526,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_58_10431.bin,test
1527,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_58_10557.bin,test
1528,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_58_10630.bin,test
1529,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_58_10718.bin,test
1530,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_58_10782.bin,test
1531,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_58_10940.bin,test
1532,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_84_12775.bin,test
1533,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_181_19851.bin,test
1534,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_181_20359.bin,test
1535,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_181_20551.bin,test
1536,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_181_20673.bin,test
1537,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_187_20680.bin,test
1538,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_187_20742.bin,test
1539,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_187_20814.bin,test
1540,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_181_20831.bin,test
1541,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_181_20961.bin,test
1542,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_192_22735.bin,test
1543,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_192_22912.bin,test
1544,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_192_23089.bin,test
1545,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_192_23220.bin,test
1546,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_192_23305.bin,test
1547,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_200_23884.bin,test
1548,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_204_24576.bin,test
1549,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_204_24714.bin,test
1550,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_257_27422.bin,test
1551,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_263_27669.bin,test
1552,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_263_27746.bin,test
1553,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_263_27805.bin,test
1554,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_279_28265.bin,test
1555,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_279_28393.bin,test
1556,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_279_28494.bin,test
1557,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_279_28610.bin,test
1558,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_286_28637.bin,test
1559,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_293_29544.bin,test
1560,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_293_29753.bin,test
1561,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_293_29834.bin,test
1562,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_293_29890.bin,test
1563,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_293_29944.bin,test
1564,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_293_30003.bin,test
1565,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_325_31075.bin,test
1566,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_330_31121.bin,test
1567,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_330_31245.bin,test
1568,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_325_31260.bin,test
1569,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_330_31332.bin,test
1570,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_325_31380.bin,test
1571,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_332_31404.bin,test
1572,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_325_31500.bin,test
1573,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_325_31636.bin,test
1574,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_325_31802.bin,test
1575,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_344_31930.bin,test
1576,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_345_31934.bin,test
1577,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_325_31937.bin,test
1578,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_345_32020.bin,test
1579,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_325_32051.bin,test
1580,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_345_32075.bin,test
1581,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_325_32137.bin,test
1582,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_345_32199.bin,test
1583,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_325_32254.bin,test
1584,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_345_32304.bin,test
1585,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_345_32376.bin,test
1586,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_348_32396.bin,test
1587,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_354_33089.bin,test
1588,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_354_33193.bin,test
1589,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_354_33286.bin,test
1590,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_377_33703.bin,test
1591,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_33931.bin,test
1592,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34009.bin,test
1593,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_384_34022.bin,test
1594,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34068.bin,test
1595,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34129.bin,test
1596,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34197.bin,test
1597,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_384_34202.bin,test
1598,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34272.bin,test
1599,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34348.bin,test
1600,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_384_34361.bin,test
1601,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34426.bin,test
1602,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_384_34475.bin,test
1603,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34502.bin,test
1604,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34572.bin,test
1605,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34654.bin,test
1606,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34719.bin,test
1607,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34823.bin,test
1608,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_34957.bin,test
1609,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_380_35044.bin,test
1610,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_394_36947.bin,test
1611,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_37658.bin,test
1612,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_37749.bin,test
1613,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_37809.bin,test
1614,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_37865.bin,test
1615,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_37918.bin,test
1616,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_37984.bin,test
1617,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_38038.bin,test
1618,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_38090.bin,test
1619,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_38147.bin,test
1620,background,mixed,mar30,~5dB,a5_hold,/Users/abhinav/research/experiments/odas/logs_a5hold/patch_403_38368.bin,test
1621,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_711_71154.bin,train
1622,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_713_71161.bin,train
1623,drone_bebop,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_645_61284.bin,train
1624,drone_bebop,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_644_61331.bin,train
1625,drone_bebop,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_644_61380.bin,train
1626,drone_bebop,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_644_61430.bin,train
1627,drone_bebop,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_644_61479.bin,train
1628,drone_bebop,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_644_61568.bin,train
1629,drone_bebop,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_663_61714.bin,train
1630,Lion,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_11_2602.bin,train
1631,Lion,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_15_2697.bin,train
1632,Lion,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_21_3036.bin,train
1633,Lion,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_22_3041.bin,train
1634,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_265_25606.bin,train
1635,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_268_25621.bin,train
1636,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_265_25682.bin,train
1637,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_265_25743.bin,train
1638,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_268_25762.bin,train
1639,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_265_25794.bin,train
1640,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_265_25848.bin,train
1641,Frog,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_271_25928.bin,train
1642,Frog,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_273_26160.bin,train
1643,Frog,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_273_26208.bin,train
1644,Frog,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_273_26256.bin,train
1645,drone_binary,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_697_69121.bin,train
1646,drone_binary,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_698_69125.bin,train
1647,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_517_50849.bin,train
1648,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_521_50884.bin,train
1649,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_517_50909.bin,train
1650,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_517_50966.bin,train
1651,drone_bebop,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_311_29370.bin,train
1652,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_152_13550.bin,train
1653,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_153_13551.bin,train
1654,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_152_13603.bin,train
1655,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_152_13656.bin,train
1656,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_152_13705.bin,train
1657,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_153_13706.bin,train
1658,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_152_13753.bin,train
1659,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_152_13803.bin,train
1660,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_153_13802.bin,train
1661,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_152_13856.bin,train
1662,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_153_13874.bin,train
1663,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_152_13917.bin,train
1664,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_158_14081.bin,train
1665,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_159_14085.bin,train
1666,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_159_14168.bin,train
1667,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_158_14203.bin,train
1668,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_159_14228.bin,train
1669,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_158_14264.bin,train
1670,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_159_14279.bin,train
1671,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_159_14327.bin,train
1672,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_158_14335.bin,train
1673,Elephant,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_166_14453.bin,train
1674,Lion,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_77_9833.bin,train
1675,Lion,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_111_9880.bin,train
1676,Lion,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_77_9901.bin,train
1677,Lion,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_77_9999.bin,train
1678,Lion,mixed,mar30,~15dB,a5_snrhi,/Users/abhinav/research/experiments/odas/logs_snrhi/patch_111_10004.bin,train
